,solute_smiles,temperature,solvent_smiles,experimental_logX
9149,Nc1ccc(N)c([N+](=O)[O-])c1,295.65,CCO,-2.062833296284967
9150,Nc1ccc(N)c([N+](=O)[O-])c1,298.15,CCO,-2.0489540518641802
9151,Nc1ccc(N)c([N+](=O)[O-])c1,300.65,CCO,-2.034093084504808
9152,Nc1ccc(N)c([N+](=O)[O-])c1,303.15,CCO,-2.0187705125799993
9153,Nc1ccc(N)c([N+](=O)[O-])c1,305.65,CCO,-2.0041893683239573
9154,Nc1ccc(N)c([N+](=O)[O-])c1,308.15,CCO,-1.9888526392242025
9155,Nc1ccc(N)c([N+](=O)[O-])c1,310.65,CCO,-1.975104039892515
9156,Nc1ccc(N)c([N+](=O)[O-])c1,313.15,CCO,-1.960585880823863
9157,Nc1ccc(N)c([N+](=O)[O-])c1,315.65,CCO,-1.9461535731477473
9158,Nc1ccc(N)c([N+](=O)[O-])c1,318.15,CCO,-1.9307019878844707
9159,CC(C)c1ncc[nH]1,278.15,CCO,-0.7244583115986905
9160,CC(C)c1ncc[nH]1,280.65,CCO,-0.708187312532881
9161,CC(C)c1ncc[nH]1,283.15,CCO,-0.6935749724493127
9162,CC(C)c1ncc[nH]1,285.65,CCO,-0.6775739475940474
9163,CC(C)c1ncc[nH]1,288.15,CCO,-0.6647427435654681
9164,CC(C)c1ncc[nH]1,290.65,CCO,-0.645891560852599
9165,CC(C)c1ncc[nH]1,293.15,CCO,-0.6296719922204895
9166,CC(C)c1ncc[nH]1,295.65,CCO,-0.6138578910691815
9167,CC(C)c1ncc[nH]1,298.15,CCO,-0.5972229303896526
9168,CC(C)c1ncc[nH]1,300.65,CCO,-0.5808706922580243
9169,CC(C)c1ncc[nH]1,303.15,CCO,-0.5644741485013453
9170,CC(C)c1ncc[nH]1,305.65,CCO,-0.549750891680639
9171,CC(C)c1ncc[nH]1,308.15,CCO,-0.5320960534771997
9172,CC(C)c1ncc[nH]1,310.65,CCO,-0.5171264163912462
9173,CC(C)c1ncc[nH]1,313.15,CCO,-0.502241281712732
9174,COc1cc(CO)ccc1O,293.15,CCO,-1.3545777306509081
9175,COc1cc(CO)ccc1O,303.15,CCO,-1.2027324591692836
9176,COc1cc(CO)ccc1O,313.15,CCO,-1.0287241512618948
9177,COc1cc(CO)ccc1O,323.15,CCO,-0.8477116556169435
9178,COc1cc(CO)ccc1O,333.15,CCO,-0.6882461389442457
9179,COc1cc(CO)ccc1O,343.15,CCO,-0.4989407377822485
9180,Clc1ccc2c(c1)Nc1ccccc1S2,283.15,CCO,-2.3655227298392685
9181,Clc1ccc2c(c1)Nc1ccccc1S2,285.65,CCO,-2.350665141287858
9182,Clc1ccc2c(c1)Nc1ccccc1S2,288.15,CCO,-2.332547047110046
9183,Clc1ccc2c(c1)Nc1ccccc1S2,290.65,CCO,-2.3133637307377066
9184,Clc1ccc2c(c1)Nc1ccccc1S2,293.15,CCO,-2.2967086218813386
9185,Clc1ccc2c(c1)Nc1ccccc1S2,295.65,CCO,-2.279840696594043
9186,Clc1ccc2c(c1)Nc1ccccc1S2,298.15,CCO,-2.2628073572952627
9187,Clc1ccc2c(c1)Nc1ccccc1S2,300.65,CCO,-2.2448877336049287
9188,Clc1ccc2c(c1)Nc1ccccc1S2,303.15,CCO,-2.2276782932770804
9189,Clc1ccc2c(c1)Nc1ccccc1S2,305.65,CCO,-2.2097148359667584
9190,Clc1ccc2c(c1)Nc1ccccc1S2,308.15,CCO,-2.1931419704811828
9191,Clc1ccc2c(c1)Nc1ccccc1S2,310.65,CCO,-2.175874166083451
9192,Clc1ccc2c(c1)Nc1ccccc1S2,313.15,CCO,-2.1580151954098863
9193,Clc1ccc2c(c1)Nc1ccccc1S2,315.65,CCO,-2.140861702705469
9194,Clc1ccc2c(c1)Nc1ccccc1S2,318.15,CCO,-2.1214782044987937
9195,Nc1ccc([N+](=O)[O-])cc1N,283.15,CCO,-3.0601314555404904
9196,Nc1ccc([N+](=O)[O-])cc1N,285.65,CCO,-3.0238793817001843
9197,Nc1ccc([N+](=O)[O-])cc1N,288.15,CCO,-2.9913998282380825
9198,Nc1ccc([N+](=O)[O-])cc1N,290.65,CCO,-2.9542859410591324
9199,Nc1ccc([N+](=O)[O-])cc1N,293.15,CCO,-2.9244530386074694
9200,Nc1ccc([N+](=O)[O-])cc1N,295.65,CCO,-2.8910968723326866
9201,Nc1ccc([N+](=O)[O-])cc1N,298.15,CCO,-2.857610533881164
9202,Nc1ccc([N+](=O)[O-])cc1N,300.65,CCO,-2.82739706879014
9203,Nc1ccc([N+](=O)[O-])cc1N,303.15,CCO,-2.7961515362537654
9204,Nc1ccc([N+](=O)[O-])cc1N,305.65,CCO,-2.767257937279263
9205,Nc1ccc([N+](=O)[O-])cc1N,308.15,CCO,-2.7392133313450238
9206,Nc1ccc([N+](=O)[O-])cc1N,310.65,CCO,-2.7104110474574035
9207,Nc1ccc([N+](=O)[O-])cc1N,313.15,CCO,-2.6792307716613135
9208,Nc1ccc([N+](=O)[O-])cc1N,315.65,CCO,-2.651111276928562
9209,Nc1ccc([N+](=O)[O-])cc1N,318.15,CCO,-2.6158258611929663
9210,Nc1cc(Cl)ccc1C(=O)O,278.15,CCO,-2.002482560585275
9211,Nc1cc(Cl)ccc1C(=O)O,280.65,CCO,-1.9633711046378388
9212,Nc1cc(Cl)ccc1C(=O)O,283.15,CCO,-1.926648297613099
9213,Nc1cc(Cl)ccc1C(=O)O,285.65,CCO,-1.8904214530956134
9214,Nc1cc(Cl)ccc1C(=O)O,288.15,CCO,-1.8551145817128578
9215,Nc1cc(Cl)ccc1C(=O)O,290.65,CCO,-1.8204482088348122
9216,Nc1cc(Cl)ccc1C(=O)O,293.15,CCO,-1.7862167006646958
9217,Nc1cc(Cl)ccc1C(=O)O,295.65,CCO,-1.752763450493236
9218,Nc1cc(Cl)ccc1C(=O)O,298.15,CCO,-1.7198771036976923
9219,Nc1cc(Cl)ccc1C(=O)O,300.65,CCO,-1.6873995607387406
9220,Nc1cc(Cl)ccc1C(=O)O,303.15,CCO,-1.6556077263148892
9221,Nc1cc(Cl)ccc1C(=O)O,305.65,CCO,-1.6243363860391147
9222,Nc1cc(Cl)ccc1C(=O)O,308.15,CCO,-1.5936301645307325
9223,Nc1cc(Cl)ccc1C(=O)O,310.65,CCO,-1.563519304990505
9224,Nc1cc(Cl)ccc1C(=O)O,313.15,CCO,-1.533725678210708
9225,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,278.15,CCO,-1.9867413347164835
9226,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,280.65,CCO,-1.9273825234547635
9227,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,283.15,CCO,-1.867100230055517
9228,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,285.65,CCO,-1.8043770564130635
9229,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,288.15,CCO,-1.7469044141509684
9230,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,290.65,CCO,-1.6920762963881184
9231,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,293.15,CCO,-1.6305985863033756
9232,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,295.65,CCO,-1.5790545940780276
9233,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,298.15,CCO,-1.5247647773958717
9234,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,300.65,CCO,-1.4780777551164996
9235,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,303.15,CCO,-1.4314462879505574
9236,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,305.65,CCO,-1.3864752971463477
9237,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,308.15,CCO,-1.334700500500103
9238,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,310.65,CCO,-1.2884458317498304
9239,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,313.15,CCO,-1.2428318077857274
9240,Cc1cc([N+](=O)[O-])ccc1N,278.15,CCO,-2.135488918941608
9241,Cc1cc([N+](=O)[O-])ccc1N,280.65,CCO,-2.0931264652779293
9242,Cc1cc([N+](=O)[O-])ccc1N,283.15,CCO,-2.0520763801682738
9243,Cc1cc([N+](=O)[O-])ccc1N,285.65,CCO,-2.0114410431213843
9244,Cc1cc([N+](=O)[O-])ccc1N,288.15,CCO,-1.9714287473074623
9245,Cc1cc([N+](=O)[O-])ccc1N,290.65,CCO,-1.93292914395463
9246,Cc1cc([N+](=O)[O-])ccc1N,293.15,CCO,-1.8948305720006684
9247,Cc1cc([N+](=O)[O-])ccc1N,295.65,CCO,-1.8566728700079536
9248,Cc1cc([N+](=O)[O-])ccc1N,298.15,CCO,-1.8178707859470016
9249,Cc1cc([N+](=O)[O-])ccc1N,300.65,CCO,-1.7819899570156366
9250,Cc1cc([N+](=O)[O-])ccc1N,303.15,CCO,-1.7437634667940771
9251,Cc1cc([N+](=O)[O-])ccc1N,305.65,CCO,-1.7066374452885544
9252,Cc1cc([N+](=O)[O-])ccc1N,308.15,CCO,-1.6710091445505713
9253,Cc1cc([N+](=O)[O-])ccc1N,310.65,CCO,-1.6356366453842692
9254,Cc1cc([N+](=O)[O-])ccc1N,313.15,CCO,-1.6011922697967356
9255,Nc1ccccc1N,283.15,CCO,-1.856985199745905
9256,Nc1ccccc1N,285.65,CCO,-1.8428455600937186
9257,Nc1ccccc1N,288.15,CCO,-1.8291517963566906
9258,Nc1ccccc1N,290.65,CCO,-1.8138916201867947
9259,Nc1ccccc1N,293.15,CCO,-1.7969671129852893
9260,Nc1ccccc1N,295.65,CCO,-1.7812020018882624
9261,Nc1ccccc1N,298.15,CCO,-1.7654827164873133
9262,Nc1ccccc1N,300.65,CCO,-1.7522721670902768
9263,Nc1ccccc1N,303.15,CCO,-1.7349462114959853
9264,Nc1ccccc1N,305.65,CCO,-1.7203330559515444
9265,Nc1ccccc1N,308.15,CCO,-1.7013652168755644
9266,Nc1ccccc1N,310.65,CCO,-1.687188173787912
9267,Nc1ccccc1N,313.15,CCO,-1.6710091445505713
9268,Nc1ccccc1N,315.65,CCO,-1.654822383457296
9269,Nc1ccccc1N,318.15,CCO,-1.6322714539130234
9270,O=Cc1cccc([N+](=O)[O-])c1,273.15,CCO,-1.4464810598510305
9271,O=Cc1cccc([N+](=O)[O-])c1,275.65,CCO,-1.380697924124392
9272,O=Cc1cccc([N+](=O)[O-])c1,278.15,CCO,-1.3185778442789915
9273,O=Cc1cccc([N+](=O)[O-])c1,280.65,CCO,-1.2557070168773237
9274,O=Cc1cccc([N+](=O)[O-])c1,283.15,CCO,-1.1956560815201343
9275,O=Cc1cccc([N+](=O)[O-])c1,285.65,CCO,-1.133299243957501
9276,O=Cc1cccc([N+](=O)[O-])c1,288.15,CCO,-1.0735546521816106
9277,O=Cc1cccc([N+](=O)[O-])c1,290.65,CCO,-1.018362575344231
9278,O=Cc1cccc([N+](=O)[O-])c1,293.15,CCO,-0.9613798380502973
9279,O=Cc1cccc([N+](=O)[O-])c1,295.65,CCO,-0.9017024635053024
9280,O=Cc1cccc([N+](=O)[O-])c1,298.15,CCO,-0.8513973451939065
9281,O=Cc1cccc([N+](=O)[O-])c1,300.65,CCO,-0.7937139555875675
9282,O=Cc1cccc([N+](=O)[O-])c1,303.15,CCO,-0.7366006686659977
9283,Cn1cnc([N+](=O)[O-])c1Cl,283.15,CCO,-2.6607473659673
9284,Cn1cnc([N+](=O)[O-])c1Cl,285.65,CCO,-2.628193541492584
9285,Cn1cnc([N+](=O)[O-])c1Cl,288.15,CCO,-2.5870357280033374
9286,Cn1cnc([N+](=O)[O-])c1Cl,290.65,CCO,-2.5486741915104805
9287,Cn1cnc([N+](=O)[O-])c1Cl,293.15,CCO,-2.5043169323830847
9288,Cn1cnc([N+](=O)[O-])c1Cl,295.65,CCO,-2.4592952166892377
9289,Cn1cnc([N+](=O)[O-])c1Cl,298.15,CCO,-2.4187331947263293
9290,Cn1cnc([N+](=O)[O-])c1Cl,300.65,CCO,-2.379551615288291
9291,Cn1cnc([N+](=O)[O-])c1Cl,303.15,CCO,-2.3411304077980377
9292,Cn1cnc([N+](=O)[O-])c1Cl,305.65,CCO,-2.303468880030393
9293,Cn1cnc([N+](=O)[O-])c1Cl,308.15,CCO,-2.268572412949052
9294,Cn1cnc([N+](=O)[O-])c1Cl,310.65,CCO,-2.2310660578132184
9295,Cn1cnc([N+](=O)[O-])c1Cl,313.15,CCO,-2.191721490417232
9296,Cn1cnc([N+](=O)[O-])c1Cl,315.65,CCO,-2.1519341045960085
9297,Cn1cnc([N+](=O)[O-])c1Cl,318.15,CCO,-2.1056839373155616
9298,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,278.15,CCO,-2.6363880201078556
9299,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,280.65,CCO,-2.5590909179347823
9300,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,283.15,CCO,-2.4775557664936803
9301,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,285.65,CCO,-2.4001169279263124
9302,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,288.15,CCO,-2.3205721033878812
9303,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,290.65,CCO,-2.245651664288981
9304,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,293.15,CCO,-2.17134010346468
9305,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,295.65,CCO,-2.099086932262331
9306,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,298.15,CCO,-2.028260409112222
9307,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,300.65,CCO,-1.958607314841775
9308,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,303.15,CCO,-1.889410289700751
9309,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,305.65,CCO,-1.8210230527068305
9310,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,308.15,CCO,-1.75448733218585
9311,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,310.65,CCO,-1.6903698325741012
9312,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,313.15,CCO,-1.6252516539898962
9313,COc1cc(Cl)nc(N)n1,273.15,CCO,-2.893129455521346
9314,COc1cc(Cl)nc(N)n1,278.15,CCO,-2.7878123955960423
9315,COc1cc(Cl)nc(N)n1,283.15,CCO,-2.6861327796308467
9316,COc1cc(Cl)nc(N)n1,288.15,CCO,-2.586532587014175
9317,COc1cc(Cl)nc(N)n1,293.15,CCO,-2.490797477668897
9318,COc1cc(Cl)nc(N)n1,298.15,CCO,-2.4027437170748582
9319,COc1cc(Cl)nc(N)n1,303.15,CCO,-2.3118472444084337
9320,COc1cc(Cl)nc(N)n1,308.15,CCO,-2.2235894111926577
9321,COc1cc(Cl)nc(N)n1,313.15,CCO,-2.134836780493914
9322,COc1cc(Cl)nc(N)n1,318.15,CCO,-2.0525662781129492
9323,COc1cc(Cl)nc(N)n1,323.15,CCO,-1.9746941347352298
9324,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,288.15,CCO,-3.563837352959244
9325,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,293.15,CCO,-3.492144128304169
9326,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,298.15,CCO,-3.416801226031377
9327,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,303.15,CCO,-3.3115801779972895
9328,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,308.15,CCO,-3.2097148359667584
9329,O=Cc1ccc([N+](=O)[O-])cc1,273.15,CCO,-1.8210230527068305
9330,O=Cc1ccc([N+](=O)[O-])cc1,278.15,CCO,-1.752763450493236
9331,O=Cc1ccc([N+](=O)[O-])cc1,283.15,CCO,-1.7004927012995124
9332,O=Cc1ccc([N+](=O)[O-])cc1,288.15,CCO,-1.6345120151091004
9333,O=Cc1ccc([N+](=O)[O-])cc1,293.15,CCO,-1.576918041702769
9334,O=Cc1ccc([N+](=O)[O-])cc1,298.15,CCO,-1.5084982337626736
9335,O=Cc1ccc([N+](=O)[O-])cc1,303.15,CCO,-1.4369938129382063
9336,O=Cc1ccc([N+](=O)[O-])cc1,308.15,CCO,-1.3745846478455919
9337,O=Cc1ccc([N+](=O)[O-])cc1,313.15,CCO,-1.3027706572402824
9338,Nc1nnc[nH]1,283.15,CCO,-1.9488474775526188
9339,Nc1nnc[nH]1,285.65,CCO,-1.899629454882437
9340,Nc1nnc[nH]1,288.15,CCO,-1.8440569820281634
9341,Nc1nnc[nH]1,290.65,CCO,-1.783042792638903
9342,Nc1nnc[nH]1,293.15,CCO,-1.7269987279362624
9343,Nc1nnc[nH]1,295.65,CCO,-1.6718243385616773
9344,Nc1nnc[nH]1,298.15,CCO,-1.620694482249418
9345,Nc1nnc[nH]1,300.65,CCO,-1.5700863022362455
9346,Nc1nnc[nH]1,303.15,CCO,-1.5198492747267196
9347,Nc1nnc[nH]1,305.65,CCO,-1.4713403547650101
9348,Nc1nnc[nH]1,308.15,CCO,-1.422048872270245
9349,Nc1nnc[nH]1,310.65,CCO,-1.3763372926437953
9350,Nc1nnc[nH]1,313.15,CCO,-1.3285494457875053
9351,Nc1nnc[nH]1,315.65,CCO,-1.2870978749527773
9352,Nc1nnc[nH]1,318.15,CCO,-1.244811414391675
9353,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,288.15,CCO,-3.642065152999546
9354,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,293.15,CCO,-3.598599459218456
9355,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,298.15,CCO,-3.537602002101044
9356,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,303.15,CCO,-3.4609239012072233
9357,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,308.15,CCO,-3.39040559077478
9358,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,313.15,CCO,-3.329754146925876
9359,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,318.15,CCO,-3.262012673666569
9360,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,323.15,CCO,-3.199282921717615
9361,O=Cc1ccc(C=O)cc1,273.15,CCO,-2.1605848073161065
9362,O=Cc1ccc(C=O)cc1,278.15,CCO,-2.063536525995253
9363,O=Cc1ccc(C=O)cc1,283.15,CCO,-1.9714287473074623
9364,O=Cc1ccc(C=O)cc1,288.15,CCO,-1.8690233083943828
9365,O=Cc1ccc(C=O)cc1,293.15,CCO,-1.7765040590376056
9366,O=Cc1ccc(C=O)cc1,298.15,CCO,-1.696587929403258
9367,O=Cc1ccc(C=O)cc1,303.15,CCO,-1.6078308505102639
9368,O=Cc1ccc(C=O)cc1,308.15,CCO,-1.5295895090240692
9369,O=Cc1ccc(C=O)cc1,313.15,CCO,-1.4478186611606643
9370,O=Cc1ccc(C=O)cc1,318.15,CCO,-1.3700809644964582
9371,CC1=NN(c2ccc(C)cc2)C(=O)C1,278.15,CCO,-1.8341623753098717
9372,CC1=NN(c2ccc(C)cc2)C(=O)C1,280.65,CCO,-1.7934439559009705
9373,CC1=NN(c2ccc(C)cc2)C(=O)C1,283.15,CCO,-1.7542406440327232
9374,CC1=NN(c2ccc(C)cc2)C(=O)C1,285.65,CCO,-1.7182850299727042
9375,CC1=NN(c2ccc(C)cc2)C(=O)C1,288.15,CCO,-1.6790233226571765
9376,CC1=NN(c2ccc(C)cc2)C(=O)C1,290.65,CCO,-1.6409237739407372
9377,CC1=NN(c2ccc(C)cc2)C(=O)C1,293.15,CCO,-1.6055483191737838
9378,CC1=NN(c2ccc(C)cc2)C(=O)C1,295.65,CCO,-1.5683146553139882
9379,CC1=NN(c2ccc(C)cc2)C(=O)C1,298.15,CCO,-1.5322439487559671
9380,CC1=NN(c2ccc(C)cc2)C(=O)C1,300.65,CCO,-1.4968905633286307
9381,CC1=NN(c2ccc(C)cc2)C(=O)C1,303.15,CCO,-1.4618034216505458
9382,CC1=NN(c2ccc(C)cc2)C(=O)C1,305.65,CCO,-1.4288737229156883
9383,CC1=NN(c2ccc(C)cc2)C(=O)C1,308.15,CCO,-1.3941564609419108
9384,CC1=NN(c2ccc(C)cc2)C(=O)C1,310.65,CCO,-1.360513510731414
9385,CC1=NN(c2ccc(C)cc2)C(=O)C1,313.15,CCO,-1.3267025602403641
9386,O=[N+]([O-])c1ccc(O)c2ncccc12,278.15,CCO,-3.2405588028663024
9387,O=[N+]([O-])c1ccc(O)c2ncccc12,280.65,CCO,-3.2043980201058204
9388,O=[N+]([O-])c1ccc(O)c2ncccc12,283.15,CCO,-3.166470418241356
9389,O=[N+]([O-])c1ccc(O)c2ncccc12,285.65,CCO,-3.1249966463999588
9390,O=[N+]([O-])c1ccc(O)c2ncccc12,288.15,CCO,-3.0861861476162833
9391,O=[N+]([O-])c1ccc(O)c2ncccc12,290.65,CCO,-3.045371622492729
9392,O=[N+]([O-])c1ccc(O)c2ncccc12,293.15,CCO,-3.005462895701502
9393,O=[N+]([O-])c1ccc(O)c2ncccc12,295.65,CCO,-2.9677842967020185
9394,O=[N+]([O-])c1ccc(O)c2ncccc12,298.15,CCO,-2.9281179926938745
9395,O=[N+]([O-])c1ccc(O)c2ncccc12,300.65,CCO,-2.8927900303521317
9396,O=[N+]([O-])c1ccc(O)c2ncccc12,303.15,CCO,-2.855737226238009
9397,O=[N+]([O-])c1ccc(O)c2ncccc12,305.65,CCO,-2.8187282284405386
9398,O=[N+]([O-])c1ccc(O)c2ncccc12,308.15,CCO,-2.780939667551139
9399,O=[N+]([O-])c1ccc(O)c2ncccc12,310.65,CCO,-2.7406450726919656
9400,O=[N+]([O-])c1ccc(O)c2ncccc12,313.15,CCO,-2.701146923590293
9401,Cc1ccc(C(C)C)c(O)c1,279.15,CCO,-0.3626103498707881
9402,Cc1ccc(C(C)C)c(O)c1,283.15,CCO,-0.3255062827036498
9403,Cc1ccc(C(C)C)c(O)c1,288.25,CCO,-0.29387989029729644
9404,Cc1ccc(C(C)C)c(O)c1,293.15,CCO,-0.2538330356227146
9405,Cc1ccc(C(C)C)c(O)c1,298.15,CCO,-0.19647460442346762
9406,Cc1ccc(C(C)C)c(O)c1,303.15,CCO,-0.1612768099686281
9407,Cc1ccc(C(C)C)c(O)c1,308.15,CCO,-0.12101887660626363
9408,Cc1ccc(C(C)C)c(O)c1,313.15,CCO,-0.07042782092345008
9409,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,278.15,CCO,-2.8029952719769544
9410,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,283.15,CCO,-2.7269987279362624
9411,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,288.15,CCO,-2.649170726417032
9412,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,293.15,CCO,-2.5830268273969637
9413,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,298.15,CCO,-2.460296761052174
9414,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,303.15,CCO,-2.384049948343599
9415,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,308.15,CCO,-2.2937090427412365
9416,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,313.15,CCO,-2.2184600313940583
9417,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,318.15,CCO,-2.1537247575877867
9418,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,323.15,CCO,-2.0800855193405683
9419,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,328.15,CCO,-2.0079769722361496
